user_id,user_name,age,gender,region,subscription_type,subscription_start_date,subscription_end_date,is_active,device_type,content_id,content_title,genre,content_type,language,release_year,avg_watch_time_per_day,total_watch_time,watch_date,watch_duration,completion_rate,rating_given,liked,recommended_content_ids,last_login_time,total_sessions_per_week,avg_stream_quality,peak_watch_hour,network_speed_mbps,buffering_count,payment_method,monthly_spend,churn_flag,account_creation_date,
U12811,Paula Cisneros,55,Male,West Bengal,Basic,03-11-2024,20-10-2025,1,Tablet,C1485,Function-based zero tolerance algorithm,Action,Series,Tamil,2025,85.04,6294.85,22-09-2025,141.89,95.64,2.5,0,"C1089, C1412, C1157",05-11-2025 03:14,4,480p,22,8.37,3,Debit Card,199,0,21-06-2024,
U12812,Jillian York,37,Male,Delhi,Premium,26-11-2023,22-09-2024,0,Mobile,C1325,Seamless zero administration help-desk,Documentary,Movie,Tamil,2025,136.32,5694.55,13-09-2025,123.6,85.67,4,1,"C1096, C1440, C1212",08-11-2025 02:14,18,4K,6,14.18,5,Wallet,199,0,28-06-2023,
U12813,Joshua Torres,27,Male,Uttar Pradesh,Premium,04-01-2024,30-10-2024,0,Mobile,C1026,Managed solution-oriented toolset,Action,Movie,Korean,2015,47.04,3551.74,02-07-2025,100.47,47.62,3.3,0,"C1238, C1063, C1347",08-11-2025 04:51,25,720p,12,32.24,2,Credit Card,199,0,20-09-2023,
U12814,Jason Johnson,20,Male,Maharashtra,Basic,08-01-2024,17-08-2024,0,Tablet,C1363,Object-based 24hour solution,Thriller,Documentary,Telugu,2022,129.6,8644.53,20-08-2025,12.24,80.54,3.5,0,"C1100, C1476, C1317",01-11-2025 02:40,30,4K,14,49.52,3,Wallet,199,1,18-10-2023,
U12815,Joel Bailey,28,Female,Tamil Nadu,Basic,18-10-2024,23-06-2025,1,Laptop,C1320,Visionary explicit moderator,Sci-Fi,Documentary,Hindi,2016,121.75,1774.86,13-09-2025,155.81,96.29,3.5,0,"C1050, C1174, C1027",08-11-2025 04:38,21,4K,19,86.66,2,Credit Card,199,0,17-09-2024,
U12816,Sherri Ward,58,Other,Kerala,Premium,08-10-2024,13-07-2025,1,Mobile,C1322,Reverse-engineered solution-oriented adapter,Thriller,Documentary,Japanese,2017,131.91,7924.27,09-10-2025,42.31,92.42,4,1,"C1406, C1253, C1301",09-11-2025 10:14,8,1080p,20,83.38,2,Debit Card,649,0,03-01-2024,
U12817,Diana Todd,27,Other,Uttar Pradesh,Premium,20-10-2024,15-05-2025,1,Tablet,C1134,Ameliorated exuding encryption,Action,Documentary,Japanese,2018,84.24,4968.44,07-11-2025,173.98,47.31,2.1,0,"C1269, C1431, C1395",02-11-2025 10:47,14,720p,6,69.96,5,Credit Card,499,0,01-09-2024,
U12818,Joseph Soto,32,Female,Kerala,Premium,04-10-2024,20-07-2025,1,Tablet,C1084,Function-based grid-enabled access,Action,Documentary,Tamil,2016,103.77,8402.58,18-06-2025,167.44,69.27,4.1,1,"C1260, C1355, C1498",07-11-2025 10:19,21,4K,1,39.77,2,Credit Card,649,0,25-02-2024,
U12819,Jennifer Martin,41,Male,Uttar Pradesh,Premium,14-01-2024,05-01-2025,1,Laptop,C1131,Fundamental homogeneous parallelism,Thriller,Series,English,2019,92.42,1176.88,17-07-2025,35.89,66.33,3.4,0,"C1407, C1495, C1200",06-11-2025 03:14,9,720p,14,13.23,1,Wallet,799,0,04-08-2023,
U12820,Cheryl Page,46,Female,Tamil Nadu,Premium,15-10-2024,18-08-2025,1,Mobile,C1220,Enhanced content-based customer loyalty,Horror,Documentary,Japanese,2017,122.42,8475.8,09-08-2025,167.43,87.31,2.8,0,"C1176, C1292, C1248",01-11-2025 02:59,25,480p,0,32.67,2,Debit Card,199,0,05-07-2024,
U12821,Benjamin Osborn,33,Female,Delhi,Standard,07-08-2024,26-06-2025,1,Mobile,C1041,Total non-volatile complexity,Documentary,Movie,Japanese,2016,44.86,1503.09,03-11-2025,11.69,69.56,1.6,0,"C1126, C1277, C1106",02-11-2025 17:40,11,480p,15,72.83,1,UPI,499,0,08-04-2024,
U12822,Molly Edwards,37,Male,Uttar Pradesh,Standard,02-04-2024,25-03-2025,1,Smart TV,C1194,Configurable stable initiative,Drama,Documentary,Spanish,2015,38.47,2599.01,16-06-2025,68.78,68.14,3.3,0,"C1132, C1042, C1251",06-11-2025 16:44,30,4K,7,96.88,4,Debit Card,499,0,07-02-2024,
U12823,Lisa Smith,45,Other,Uttar Pradesh,Standard,05-01-2024,07-12-2024,0,Smart TV,C1233,Automated asynchronous project,Documentary,Movie,Korean,2015,177.69,9066.14,07-06-2025,79.97,70.38,3.6,0,"C1251, C1200, C1010",05-11-2025 16:32,11,1080p,1,56.88,1,Credit Card,199,1,11-08-2023,
U12824,Bradley Bray,54,Female,Delhi,Premium,09-05-2024,10-12-2024,0,Tablet,C1351,Organic full-range knowledgebase,Romance,Series,Japanese,2018,58.56,4291.33,21-10-2025,44.19,83.42,3.6,0,"C1403, C1170, C1184",07-11-2025 20:02,28,1080p,11,67.54,0,Credit Card,199,1,23-11-2023,
U12825,Erica Joyce,53,Other,Kerala,Premium,29-04-2024,15-02-2025,1,Smart TV,C1016,Optimized bifurcated neural-net,Drama,Movie,English,2016,86.57,6493.47,21-05-2025,150.74,43.22,2.8,0,"C1120, C1281, C1175",08-11-2025 18:14,28,1080p,22,76.71,5,Credit Card,799,0,10-07-2023,
U12826,Sean Jones,49,Male,Tamil Nadu,Standard,29-01-2024,30-09-2024,0,Mobile,C1223,Assimilated bi-directional productivity,Romance,Documentary,Tamil,2019,75.57,5257.24,25-09-2025,127.86,88.18,1.6,0,"C1358, C1148, C1491",06-11-2025 16:05,8,480p,11,89.1,2,Credit Card,199,1,14-09-2023,
U12827,Jennifer Richardson,16,Other,West Bengal,Standard,27-11-2023,01-11-2024,0,Tablet,C1009,Versatile national moderator,Romance,Documentary,English,2018,102.7,1518.86,29-08-2025,149.6,84.34,2.4,0,"C1171, C1312, C1179",06-11-2025 08:20,27,1080p,4,16.57,3,Debit Card,799,0,01-10-2023,
U12828,William Dennis PhD,46,Male,Karnataka,Basic,11-02-2024,22-11-2024,0,Laptop,C1249,Grass-roots dynamic interface,Sci-Fi,Documentary,Tamil,2017,176.23,15008.05,28-09-2025,170.22,41.16,2.6,0,"C1421, C1309, C1338",06-11-2025 09:30,24,720p,7,34.17,2,Credit Card,199,1,20-11-2023,
U12829,Lauren Rodriguez,59,Male,Maharashtra,Basic,28-11-2023,06-08-2024,0,Mobile,C1449,Face-to-face even-keeled complexity,Horror,Documentary,Hindi,2019,104.06,2218.44,13-09-2025,80.86,42.19,4.1,1,"C1078, C1302, C1304",03-11-2025 23:59,16,4K,8,27.34,3,Wallet,499,0,09-09-2023,
U12830,Karen Nielsen,53,Female,Kerala,Standard,21-04-2024,12-03-2025,1,Laptop,C1024,Compatible eco-centric definition,Horror,Series,English,2025,60.46,5071.49,17-06-2025,92.48,83.21,4.2,1,"C1477, C1142, C1087",04-11-2025 07:50,22,1080p,21,82.43,4,UPI,199,0,05-03-2024,
U12831,Kristin Jensen,32,Female,Maharashtra,Standard,04-12-2023,23-10-2024,0,Mobile,C1113,Robust global paradigm,Comedy,Movie,Korean,2018,60.93,2973.77,14-09-2025,120.4,61.33,3.6,0,"C1424, C1469, C1247",07-11-2025 12:41,13,720p,12,58.42,0,Credit Card,649,1,26-04-2023,
U12832,Sarah Johnson,21,Male,Uttar Pradesh,Premium,21-08-2024,05-08-2025,1,Laptop,C1373,Total reciprocal ability,Drama,Movie,English,2021,100.33,9069.29,20-08-2025,109.97,84.06,3.5,0,"C1246, C1453, C1414",02-11-2025 14:57,19,1080p,9,6.84,0,UPI,799,0,08-07-2024,
U12833,Joyce Melton,16,Female,Bihar,Basic,02-08-2024,20-07-2025,1,Laptop,C1045,Optimized bandwidth-monitored customer loyalty,Comedy,Documentary,Japanese,2019,88.68,7922.6,08-09-2025,178.98,92.11,4.5,1,"C1380, C1365, C1082",03-11-2025 19:35,19,4K,15,8.54,3,Wallet,649,0,28-05-2024,
U12834,Eric Lewis,55,Male,Kerala,Premium,15-07-2024,05-02-2025,1,Mobile,C1181,Advanced maximized adapter,Romance,Movie,Hindi,2019,44.08,950.5,26-07-2025,111.79,99.74,4.2,1,"C1222, C1094, C1219",02-11-2025 17:49,7,1080p,7,34.74,1,UPI,649,0,07-06-2024,
U12835,Erika Smith,21,Female,Tamil Nadu,Basic,31-12-2023,02-11-2024,0,Smart TV,C1262,Advanced exuding implementation,Action,Documentary,English,2023,40.66,2677.98,15-10-2025,10.33,47.41,1.3,0,"C1100, C1113, C1451",05-11-2025 23:29,6,1080p,21,42.57,3,Wallet,499,0,02-06-2023,
U12836,Mary Stephens,29,Male,Bihar,Standard,16-03-2024,28-12-2024,0,Mobile,C1156,Programmable asynchronous collaboration,Drama,Movie,Korean,2020,147.3,12142.79,16-05-2025,97.64,47.34,2.6,0,"C1219, C1045, C1312",01-11-2025 09:58,8,480p,12,86.92,5,Credit Card,799,1,05-07-2023,
U12837,Andrew Johnson,32,Female,Karnataka,Premium,11-07-2024,31-01-2025,1,Laptop,C1308,Profit-focused global knowledge user,Thriller,Movie,English,2020,95.41,3158.89,28-05-2025,125.65,68.27,4.1,1,"C1031, C1459, C1166",06-11-2025 17:11,29,4K,17,20.06,3,UPI,499,0,06-03-2024,
U12838,Martin Buckley,23,Male,Delhi,Standard,03-12-2023,08-07-2024,0,Laptop,C1096,Virtual incremental access,Action,Movie,English,2018,168.65,5862.45,03-10-2025,62.98,43.85,3,0,"C1283, C1210, C1269",10-11-2025 17:12,12,480p,8,34.83,4,Wallet,649,0,22-10-2023,
U12839,Lori Mcdonald,30,Other,West Bengal,Standard,29-06-2024,19-03-2025,1,Laptop,C1218,Reactive human-resource functionalities,Sci-Fi,Movie,Spanish,2022,125.57,4882.48,16-07-2025,50.31,80.21,2.5,0,"C1488, C1491, C1158",04-11-2025 19:02,15,480p,8,64.53,2,Credit Card,199,0,23-11-2023,
U12840,Susan Giles,55,Female,Karnataka,Standard,23-01-2024,08-09-2024,0,Smart TV,C1149,Compatible tertiary middleware,Drama,Documentary,English,2015,38.94,3053.7,29-05-2025,129.62,62.75,1.4,0,"C1200, C1239, C1119",06-11-2025 17:54,28,720p,22,72.55,0,Debit Card,199,1,06-05-2023,
U12841,Dale Cross,53,Male,Bihar,Standard,28-03-2024,05-01-2025,1,Mobile,C1187,Monitored leadingedge superstructure,Thriller,Documentary,Spanish,2019,179.68,12940.22,22-09-2025,74.62,90.37,1.2,0,"C1069, C1010, C1318",08-11-2025 02:21,28,4K,19,85.47,5,Wallet,499,0,14-09-2023,
U12842,Veronica Martin,55,Female,Uttar Pradesh,Premium,12-06-2024,15-05-2025,1,Laptop,C1092,Decentralized impactful forecast,Sci-Fi,Movie,Hindi,2018,64.27,5883.66,27-09-2025,128.15,98.79,4.1,1,"C1120, C1147, C1338",08-11-2025 06:24,6,4K,0,26.91,4,Credit Card,199,0,19-02-2024,
U12843,Joseph Taylor,27,Male,Delhi,Basic,01-08-2024,23-04-2025,1,Smart TV,C1251,Synergistic exuding flexibility,Action,Series,English,2021,50.31,3616.33,19-09-2025,41.91,84.28,2.6,0,"C1362, C1244, C1278",08-11-2025 02:33,11,1080p,5,67.75,5,Wallet,499,0,11-10-2023,
U12844,Stacey Lee,52,Male,Tamil Nadu,Basic,30-10-2024,16-08-2025,1,Smart TV,C1446,Ameliorated upward-trending website,Horror,Movie,Tamil,2022,134.14,10624.68,13-07-2025,137.36,86.16,1.8,0,"C1163, C1106, C1333",07-11-2025 13:00,14,720p,10,32.83,3,UPI,499,0,24-02-2024,
U12845,Michael Bauer PhD,31,Other,Maharashtra,Standard,14-07-2024,24-05-2025,1,Tablet,C1135,Advanced foreground neural-net,Action,Movie,Korean,2017,155.58,10624.32,27-10-2025,69.63,91.1,1.9,0,"C1415, C1442, C1335",03-11-2025 15:13,29,720p,13,8.38,3,UPI,799,0,02-12-2023,
U12846,Robert Hughes,52,Female,Maharashtra,Standard,12-11-2023,09-08-2024,0,Smart TV,C1157,Switchable real-time support,Action,Series,English,2017,172.79,15133.98,25-09-2025,52.44,78.48,1.9,0,"C1352, C1184, C1222",06-11-2025 12:58,14,480p,1,35.3,2,Debit Card,199,0,24-01-2023,
U12847,Raymond Stokes,23,Female,Delhi,Premium,25-06-2024,29-04-2025,1,Tablet,C1060,Open-source multimedia architecture,Documentary,Documentary,English,2025,48.35,4420.06,13-09-2025,36.02,85.35,3.8,0,"C1052, C1137, C1168",05-11-2025 07:13,22,4K,16,38.52,0,UPI,499,0,02-03-2024,
U12848,Christine Hancock,32,Male,Tamil Nadu,Standard,15-06-2024,07-05-2025,1,Laptop,C1290,Adaptive web-enabled model,Action,Series,Telugu,2020,155.41,13785.75,14-05-2025,19.63,60.57,3.4,0,"C1271, C1139, C1217",10-11-2025 07:27,16,480p,1,88.05,1,Credit Card,799,0,08-04-2024,
U12849,Brenda Figueroa,30,Male,Tamil Nadu,Basic,18-12-2023,26-07-2024,0,Smart TV,C1484,Switchable static model,Documentary,Documentary,Tamil,2024,130.16,1451.01,03-08-2025,100.96,73.06,2.2,0,"C1152, C1134, C1252",07-11-2025 09:11,13,4K,16,62.2,0,Wallet,499,1,24-05-2023,
U12850,James Johnson,54,Male,Kerala,Premium,04-09-2024,06-06-2025,1,Tablet,C1099,Synchronized mission-critical secured line,Romance,Documentary,Telugu,2023,108.43,8429.83,14-10-2025,173.95,78.9,1.3,0,"C1144, C1068, C1009",03-11-2025 07:14,18,1080p,9,44.68,0,Credit Card,199,0,11-04-2024,
U12851,Victoria Lopez,46,Other,Maharashtra,Basic,08-01-2024,15-12-2024,0,Mobile,C1249,Multi-channeled homogeneous framework,Drama,Series,English,2015,117.3,7348.12,21-09-2025,117.25,91.16,4.1,1,"C1346, C1106, C1244",05-11-2025 16:34,6,4K,21,29.33,5,UPI,499,0,10-07-2023,
U12852,Ms. Katherine Zamora,50,Male,West Bengal,Standard,15-05-2024,24-01-2025,1,Smart TV,C1154,Configurable needs-based access,Action,Documentary,Tamil,2018,76.34,4432.25,08-11-2025,85,97.49,4.2,1,"C1128, C1185, C1421",08-11-2025 22:24,13,720p,0,28.55,4,UPI,649,0,13-02-2024,
U12853,Anthony Vasquez,34,Female,West Bengal,Basic,27-11-2023,07-08-2024,0,Smart TV,C1421,Integrated human-resource emulation,Action,Documentary,Spanish,2022,151.91,2817.25,23-05-2025,167.07,84.25,4.9,1,"C1376, C1459, C1143",05-11-2025 13:09,20,4K,0,95.95,2,Wallet,199,1,25-02-2023,
U12854,Michael Jones,38,Female,Delhi,Standard,29-09-2024,15-07-2025,1,Laptop,C1487,Future-proofed foreground throughput,Horror,Series,Hindi,2022,57.6,4572.43,27-05-2025,172.19,80.88,1.1,0,"C1284, C1468, C1207",10-11-2025 07:05,7,1080p,4,44.61,1,Wallet,199,0,24-06-2024,
U12855,Bradley Morgan,31,Other,Tamil Nadu,Premium,04-10-2024,27-05-2025,1,Smart TV,C1390,Digitized bandwidth-monitored middleware,Drama,Movie,Telugu,2016,87.18,2871.66,26-08-2025,23.25,63.79,4.1,1,"C1459, C1441, C1401",10-11-2025 10:52,12,720p,12,12.2,3,UPI,799,0,16-05-2024,
U12856,Paul Yoder,48,Female,Tamil Nadu,Premium,05-10-2024,01-10-2025,1,Tablet,C1299,Reverse-engineered secondary open system,Documentary,Series,Spanish,2017,42.74,1829,18-10-2025,143.24,54.25,5,1,"C1430, C1222, C1318",09-11-2025 18:43,21,4K,14,6.57,2,Wallet,649,0,26-05-2024,
U12857,Cory Burns,58,Female,Maharashtra,Basic,23-03-2024,01-01-2025,0,Smart TV,C1178,Face-to-face holistic system engine,Action,Series,Korean,2019,148.23,11134.78,30-06-2025,145.28,87.68,3.7,0,"C1090, C1266, C1270",04-11-2025 10:09,28,1080p,2,21.54,0,Credit Card,649,0,22-12-2023,
U12858,Melissa Johnson,42,Female,Bihar,Premium,02-01-2024,29-08-2024,0,Smart TV,C1087,Ergonomic object-oriented archive,Drama,Series,Hindi,2022,69.41,5493.86,22-07-2025,88.3,57.1,3.2,0,"C1379, C1118, C1139",10-11-2025 04:23,5,4K,8,14.84,3,Credit Card,499,1,01-12-2023,
U12859,Jermaine Wright,55,Other,Maharashtra,Standard,12-10-2024,10-05-2025,1,Laptop,C1334,Centralized radical extranet,Thriller,Documentary,Spanish,2015,135.42,6976.14,12-05-2025,37.79,83.16,2.4,0,"C1171, C1316, C1408",08-11-2025 09:13,29,1080p,7,41.25,4,Debit Card,799,0,12-02-2024,
U12860,Kevin Khan,36,Female,West Bengal,Standard,06-08-2024,22-04-2025,1,Laptop,C1314,Persistent neutral flexibility,Thriller,Series,Telugu,2017,117.4,5456.99,27-05-2025,171.93,68.24,1.7,0,"C1088, C1098, C1179",02-11-2025 23:41,27,720p,3,65.74,2,Credit Card,649,0,23-12-2023,
U12861,Natalie Brown,18,Male,Delhi,Standard,29-03-2024,12-11-2024,0,Laptop,C1419,User-friendly stable emulation,Comedy,Series,Tamil,2019,177.3,11515.8,28-06-2025,108.8,68.28,1,0,"C1397, C1137, C1449",02-11-2025 07:05,19,4K,14,74.23,0,UPI,499,1,03-02-2024,
U12862,Michael Dawson,60,Other,Bihar,Premium,01-02-2024,14-10-2024,0,Mobile,C1418,Robust 4thgeneration adapter,Action,Series,Hindi,2016,60.98,4730.13,09-08-2025,111.88,76.73,3.7,0,"C1489, C1401, C1121",07-11-2025 23:54,5,4K,5,46.74,1,Debit Card,799,1,09-11-2023,
U12863,Lisa Hooper,37,Male,Bihar,Basic,17-09-2024,30-07-2025,1,Smart TV,C1307,Reactive mobile task-force,Thriller,Documentary,Japanese,2022,65.37,795.74,15-09-2025,175.69,56.18,3.9,0,"C1207, C1458, C1396",03-11-2025 00:05,7,4K,23,75.58,5,Wallet,199,0,18-04-2024,
U12864,Taylor Rivera,57,Female,West Bengal,Basic,04-03-2024,14-01-2025,1,Mobile,C1018,Operative attitude-oriented matrices,Comedy,Series,Tamil,2022,34.12,1846.79,18-09-2025,59.98,65.48,4.3,1,"C1249, C1492, C1359",06-11-2025 18:44,26,1080p,22,31.4,3,Credit Card,499,0,11-10-2023,
U12865,Theresa Schultz,32,Other,West Bengal,Standard,23-11-2023,24-07-2024,0,Tablet,C1470,Organized multi-state policy,Horror,Movie,Telugu,2021,61.26,1623.75,26-06-2025,156.21,42.74,5,1,"C1389, C1480, C1446",02-11-2025 10:03,13,720p,7,8.9,5,Wallet,499,0,03-02-2023,
U12866,Lisa Nelson,30,Male,Delhi,Premium,11-07-2024,26-05-2025,1,Mobile,C1058,Monitored web-enabled process improvement,Drama,Documentary,Japanese,2016,71.37,1470.39,28-06-2025,35.54,44.01,1.1,0,"C1193, C1344, C1253",08-11-2025 04:46,28,4K,22,37.68,2,Debit Card,499,0,04-05-2024,
U12867,Angelica Glover,26,Other,Kerala,Premium,23-04-2024,07-01-2025,1,Mobile,C1216,Managed intangible project,Thriller,Documentary,Telugu,2025,76.39,5479.82,15-09-2025,88.22,86.49,2,0,"C1497, C1388, C1141",04-11-2025 08:38,23,480p,13,51.76,4,Wallet,199,0,26-07-2023,
U12868,David Richardson,58,Female,Karnataka,Basic,23-11-2023,12-10-2024,0,Tablet,C1137,Realigned context-sensitive challenge,Drama,Movie,Hindi,2024,113.89,8841.88,31-10-2025,69.69,83.15,3.1,0,"C1185, C1333, C1408",02-11-2025 08:48,21,480p,2,74.03,2,Debit Card,649,1,25-09-2023,
U12869,Jennifer Mckay,21,Male,Kerala,Premium,29-04-2024,19-12-2024,0,Laptop,C1213,Mandatory holistic neural-net,Action,Series,Hindi,2018,169.97,7760.17,02-08-2025,144.23,56.51,1.8,0,"C1303, C1307, C1268",08-11-2025 06:25,20,1080p,1,59.08,3,Debit Card,499,0,12-09-2023,
U12870,Caitlin Baker,30,Other,Tamil Nadu,Standard,08-04-2024,15-11-2024,0,Laptop,C1454,Advanced regional pricing structure,Sci-Fi,Movie,Telugu,2018,53.95,4885.06,28-08-2025,81.92,52.04,1.3,0,"C1019, C1144, C1007",10-11-2025 06:49,16,1080p,9,48.78,5,Wallet,199,0,03-09-2023,
U12871,Anthony Mathews,35,Female,Tamil Nadu,Basic,30-03-2024,19-11-2024,0,Laptop,C1250,Function-based fresh-thinking software,Drama,Documentary,Hindi,2021,76.77,2888.9,17-09-2025,63.24,52.08,2.7,0,"C1362, C1347, C1369",06-11-2025 02:54,18,1080p,18,32.68,2,Debit Card,649,1,02-01-2024,
U12872,Jason Mendoza,23,Other,Tamil Nadu,Basic,21-06-2024,27-02-2025,1,Smart TV,C1023,Balanced zero administration open system,Sci-Fi,Movie,English,2024,135.55,10265.33,14-09-2025,133.73,63.78,2.4,0,"C1226, C1393, C1383",07-11-2025 21:10,4,480p,1,87.11,1,UPI,499,0,05-10-2023,
U12873,Vicki Jackson,33,Male,Maharashtra,Premium,03-10-2024,06-07-2025,1,Laptop,C1018,Polarized holistic algorithm,Action,Documentary,Spanish,2022,154.95,7763.43,04-07-2025,72.35,57.59,2.3,0,"C1448, C1003, C1245",04-11-2025 23:55,10,480p,8,19.31,4,Credit Card,799,0,23-12-2023,
U12874,Kenneth White,30,Other,Tamil Nadu,Premium,08-03-2024,07-03-2025,1,Mobile,C1360,Secured client-driven knowledge user,Horror,Series,Japanese,2018,103.48,3570.67,14-10-2025,131.99,83.84,2.6,0,"C1038, C1404, C1021",06-11-2025 16:13,8,1080p,21,30.55,3,Debit Card,649,0,12-07-2023,
U12875,Clayton Abbott,16,Male,Delhi,Premium,25-01-2024,03-01-2025,1,Tablet,C1328,De-engineered fresh-thinking customer loyalty,Sci-Fi,Documentary,Korean,2025,68.68,3078.75,05-10-2025,85.53,83.21,1.5,0,"C1184, C1248, C1381",02-11-2025 17:00,16,480p,12,9.36,3,Debit Card,199,0,12-04-2023,
U12876,Michael Hall,30,Other,Karnataka,Premium,25-09-2024,14-07-2025,1,Laptop,C1416,Assimilated leadingedge analyzer,Action,Movie,Korean,2023,100.43,2388.07,14-09-2025,56.5,65.7,2.3,0,"C1028, C1348, C1109",09-11-2025 13:32,25,1080p,11,63.65,0,Wallet,649,0,21-07-2024,
U12877,Michael Medina,24,Male,Delhi,Premium,22-02-2024,30-01-2025,1,Mobile,C1312,Devolved 24/7 focus group,Drama,Documentary,Hindi,2023,43.96,1790.25,26-10-2025,15.91,75.59,3.7,0,"C1000, C1228, C1103",06-11-2025 11:56,12,720p,13,7.75,3,UPI,649,0,23-11-2023,
U12878,Brandon Chandler,46,Male,Bihar,Premium,29-04-2024,23-03-2025,1,Mobile,C1319,Up-sized explicit intranet,Horror,Documentary,Telugu,2022,41.37,3268.7,09-10-2025,178.36,96.01,4.4,1,"C1296, C1350, C1072",06-11-2025 05:13,14,1080p,5,86.41,1,Debit Card,649,0,28-02-2024,
U12879,Daniel Benton,41,Other,Tamil Nadu,Standard,10-09-2024,30-03-2025,1,Laptop,C1305,Progressive analyzing concept,Comedy,Movie,Korean,2025,92.13,5157.09,08-06-2025,30.88,70.26,3.9,0,"C1115, C1371, C1158",03-11-2025 01:16,19,720p,21,31.34,0,Debit Card,799,0,21-07-2024,
U12880,Michael Bush,53,Female,Bihar,Standard,27-03-2024,23-02-2025,1,Smart TV,C1196,Programmable homogeneous intranet,Drama,Movie,Hindi,2016,164.18,9628.67,24-10-2025,17.75,73.33,3.6,0,"C1152, C1102, C1481",08-11-2025 14:21,14,480p,0,31.7,4,Wallet,199,0,01-11-2023,
U12881,Andrea Davis,43,Other,Maharashtra,Premium,12-09-2024,13-05-2025,1,Laptop,C1453,Focused executive benchmark,Comedy,Series,Tamil,2023,77.58,6491.56,05-08-2025,46.71,63.57,1.6,0,"C1426, C1356, C1497",09-11-2025 06:01,22,4K,20,80.19,3,Credit Card,199,0,24-05-2024,
U12882,Catherine Coleman,38,Male,Karnataka,Basic,19-07-2024,25-03-2025,1,Smart TV,C1479,Right-sized methodical focus group,Romance,Movie,Korean,2018,69.44,4939.75,18-05-2025,65.84,63.51,2,0,"C1485, C1111, C1010",07-11-2025 18:30,13,4K,21,50.83,1,Wallet,199,0,24-03-2024,
U12883,Amber Curry,31,Female,Karnataka,Standard,24-01-2024,22-11-2024,0,Tablet,C1156,Polarized even-keeled throughput,Thriller,Series,Hindi,2016,166.29,12161.18,27-07-2025,60.25,58.81,4.4,1,"C1161, C1336, C1214",07-11-2025 06:55,8,720p,19,54.88,2,Wallet,199,1,06-07-2023,
U12884,Devon Nichols,38,Female,Delhi,Premium,16-03-2024,07-02-2025,1,Mobile,C1206,Down-sized tangible concept,Comedy,Series,English,2024,44.38,3274.2,06-08-2025,178.34,98.58,4.3,1,"C1403, C1155, C1068",10-11-2025 16:31,5,720p,10,57,2,Wallet,199,0,15-06-2023,
U12885,Justin Williams,31,Male,Karnataka,Standard,20-07-2024,08-02-2025,1,Laptop,C1169,Multi-layered bi-directional orchestration,Sci-Fi,Movie,Tamil,2017,87.24,6932.43,31-05-2025,141.97,82.79,2.2,0,"C1213, C1294, C1366",05-11-2025 11:15,10,720p,6,48.34,2,UPI,499,0,13-05-2024,
U12886,Morgan Davis,23,Female,West Bengal,Standard,16-02-2024,11-09-2024,0,Laptop,C1428,Vision-oriented modular matrices,Comedy,Series,Japanese,2025,64.11,6392.54,08-08-2025,80.27,62.28,1.7,0,"C1137, C1264, C1370",10-11-2025 10:18,10,720p,15,14.23,3,Debit Card,499,0,04-05-2023,
U12887,Krystal Arroyo,32,Other,Kerala,Basic,02-12-2023,22-09-2024,0,Tablet,C1290,Multi-layered heuristic initiative,Romance,Series,Tamil,2016,47.96,2339.07,26-08-2025,88.47,88.75,3.8,0,"C1402, C1039, C1479",09-11-2025 16:26,5,1080p,10,30.43,3,Credit Card,499,0,29-10-2023,
U12888,Brianna Frost,16,Male,Bihar,Standard,01-07-2024,31-01-2025,1,Tablet,C1147,Front-line needs-based hub,Thriller,Series,Hindi,2017,36.05,3472.15,16-07-2025,41.6,48.84,2.2,0,"C1195, C1399, C1383",06-11-2025 21:52,22,720p,2,14.08,0,Credit Card,649,0,24-12-2023,
U12889,Timothy James,40,Female,Tamil Nadu,Basic,20-07-2024,04-05-2025,1,Mobile,C1152,Automated zero administration adapter,Action,Movie,Hindi,2017,92.01,5460.27,17-05-2025,143.64,78.09,4.7,1,"C1202, C1232, C1004",09-11-2025 01:38,7,480p,6,28.9,5,UPI,799,0,08-06-2024,
U12890,Cassandra Nichols,30,Female,Maharashtra,Basic,04-05-2024,02-03-2025,1,Laptop,C1165,Digitized mission-critical superstructure,Romance,Documentary,Japanese,2025,46.84,3281.89,12-08-2025,165.34,98.54,3.3,0,"C1162, C1111, C1291",10-11-2025 12:01,20,720p,1,81.88,0,Credit Card,499,0,17-11-2023,
U12891,Nicholas Roberts III,19,Other,Delhi,Premium,09-01-2024,21-11-2024,0,Mobile,C1285,Multi-channeled intermediate instruction set,Documentary,Documentary,Telugu,2015,155.8,11209.49,03-10-2025,176.5,45.41,1.5,0,"C1188, C1446, C1144",02-11-2025 02:19,22,480p,4,34.77,2,UPI,499,0,13-08-2023,
U12892,Pamela Stevens,20,Female,Karnataka,Premium,13-09-2024,26-07-2025,1,Laptop,C1287,Proactive reciprocal capability,Thriller,Documentary,Japanese,2022,89.8,974.47,19-08-2025,140.83,78.4,2.5,0,"C1001, C1094, C1006",02-11-2025 12:20,24,4K,13,84.94,0,UPI,499,0,05-12-2023,
U12893,Ronald Stevens,45,Other,Tamil Nadu,Premium,11-09-2024,09-08-2025,1,Tablet,C1014,Distributed regional synergy,Romance,Documentary,Hindi,2021,114.91,5542.86,16-08-2025,32.51,42.38,3,0,"C1284, C1445, C1089",10-11-2025 02:45,15,1080p,19,55.72,0,Debit Card,799,0,25-07-2024,
